"Collision,Comp,DCPD,AB,Make ,Model,Body Style,Model Year"
"134,67,109,20,FORD,MUSTANG 2DR,2D,2013"
"114,84,122,99,FORD,MUSTANG 2DR,2D,2014"
"194,127,166,61,FORD,MUSTANG 2DR,2D,2015"
"229,152,236,97,FORD,MUSTANG 2DR,2D,2016"
"265,147,170,70,FORD,MUSTANG 2DR,2D,2017"
"317,130,215,133,FORD,MUSTANG 2DR,2D,2018"
"377,170,303,144,FORD,MUSTANG 2DR,2D,2019"
"26,31,29,28,FORD,MUSTANG CONVERTIBLE,2D,2005"
"30,33,20,38,FORD,MUSTANG CONVERTIBLE,2D,2006"
"57,20,35,51,FORD,MUSTANG CONVERTIBLE,2D,2007"
"36,11,53,27,FORD,MUSTANG CONVERTIBLE,2D,2008"
"70,30,40,15,FORD,MUSTANG CONVERTIBLE,2D,2010"
"25,38,65,1,FORD,MUSTANG CONVERTIBLE,2D,2011"
"32,26,54,59,FORD,MUSTANG CONVERTIBLE,2D,2012"
"65,24,68,41,FORD,MUSTANG CONVERTIBLE,2D,2013"
"49,27,59,7,FORD,MUSTANG CONVERTIBLE,2D,2014"
"126,93,94,215,FORD,MUSTANG CONVERTIBLE,2D,2015"
"123,84,155,30,FORD,MUSTANG CONVERTIBLE,2D,2016"
"141,179,146,52,FORD,MUSTANG CONVERTIBLE,2D,2017"
"286,181,     .,39,FORD,MUSTANG CONVERTIBLE,2D,2018"
"224,168,243,149,FORD,MUSTANG CONVERTIBLE,2D,2019"
"28,22,14,2,FORD,MUSTANG GT 2DR,2D,2005"
"38,12,14,6,FORD,MUSTANG GT 2DR,2D,2006"
"49,41,40,67,FORD,MUSTANG GT 2DR,2D,2007"
"36,12,12,3,FORD,MUSTANG GT 2DR,2D,2008"
"42,49,68,13,FORD,MUSTANG GT 2DR,2D,2010"
"58,32,57,14,FORD,MUSTANG GT 2DR,2D,2011"
"57,42,31,30,FORD,MUSTANG GT 2DR,2D,2014"
"118,44,87,14,FORD,MUSTANG GT 2DR,2D,2015"
"176,143,85,50,FORD,MUSTANG GT 2DR,2D,2016"
"206,60,88,17,FORD,MUSTANG GT 2DR,2D,2017"
"236,181,145,40,FORD,MUSTANG GT 2DR,2D,2018"
"195,119,113,13,FORD,MUSTANG GT 2DR,2D,2019"
"224,77,112,138,FORD,MUSTANG GT 2DR,2D,2020"
"21,11,18,1,FORD,MUSTANG GT CONVERTIBLE,2D,2005"
"14,33,23,24,FORD,MUSTANG GT CONVERTIBLE,2D,2006"
"25,7,23,43,FORD,MUSTANG GT CONVERTIBLE,2D,2007"
"25,14,28,47,FORD,MUSTANG GT CONVERTIBLE,2D,2008"
"23,13,25,13,FORD,MUSTANG GT CONVERTIBLE,2D,2010"
"32,36,51,20,FORD,MUSTANG GT CONVERTIBLE,2D,2011"
"     .,25,     .,     .,FORD,MUSTANG GT CONVERTIBLE,2D,2012"
"47,21,54,7,FORD,MUSTANG GT CONVERTIBLE,2D,2013"
"42,51,57,18,FORD,MUSTANG GT CONVERTIBLE,2D,2014"
"42,20,54,8,FORD,MUSTANG GT CONVERTIBLE,2D,2015"
"92,38,     .,7,FORD,MUSTANG GT CONVERTIBLE,2D,2016"
"50,90,100,22,FORD,MUSTANG GT CONVERTIBLE,2D,2017"
"140,201,81,57,FORD,MUSTANG GT CONVERTIBLE,2D,2019"
"67,17,30,1,FORD,MUSTANG GT/BOSS 302 2DR,2D,2012"
"50,24,38,10,FORD,MUSTANG GT/BOSS 302 2DR,2D,2013"
"300,135,134,106,FORD,MUSTANG GT/MACH 1 2DR,2D,2021"
"203,118,212,73,FORD,MUSTANG MACH-E 4DR AWD,SUV,2021"
"204,136,251,892,FORD,MUSTANG MACH-E 4DR AWD,SUV,2022"
"23,26,14,28,FORD,RANGER 2WD,PU,2005"
"38,22,12,99,FORD,RANGER 2WD,PU,2006"
"26,24,18,38,FORD,RANGER 2WD,PU,2007"
"33,16,27,16,FORD,RANGER 2WD,PU,2008"
"38,11,23,83,FORD,RANGER 2WD,PU,2009"
"30,18,41,34,FORD,RANGER 2WD,PU,2010"
"44,19,37,22,FORD,RANGER 2WD,PU,2011"
"     .,41,19,6,FORD,RANGER 4WD,PU,2005"
"61,16,17,81,FORD,RANGER 4WD,PU,2006"
"45,23,25,22,FORD,RANGER 4WD,PU,2007"
"47,22,33,117,FORD,RANGER 4WD,PU,2008"
"47,25,30,20,FORD,RANGER 4WD,PU,2009"
"35,17,24,12,FORD,RANGER 4WD,PU,2010"
"43,31,29,14,FORD,RANGER 4WD,PU,2011"
"98,77,77,36,FORD,RANGER 4WD,PU,2019"
"75,89,74,28,FORD,RANGER 4WD,PU,2020"
"93,86,111,57,FORD,RANGER 4WD,PU,2021"
"113,99,86,19,FORD,RANGER 4WD,PU,2022"
"     .,262,     .,     .,FORD,SHELBY GT350 2DR,2D,2017"
"25,12,26,5,FORD,TAURUS 4DR,4D,2006"
"22,12,25,138,FORD,TAURUS 4DR,4D,2007"
"108,103,110,76,FORD,TAURUS 4DR AWD,4D,2017"
"183,161,80,47,FORD,TAURUS 4DR AWD,4D,2018"
"39,8,43,77,FORD,TAURUS X WAGON,SUV,2008"
"26,42,47,192,FORD,TAURUS X WAGON AWD,SUV,2008"
"35,12,55,77,FORD/LINCOLN,EDGE/MKX 4DR 2WD,SUV,2007"
"31,15,46,156,FORD/LINCOLN,EDGE/MKX 4DR 2WD,SUV,2008"
"46,17,31,71,FORD/LINCOLN,EDGE/MKX 4DR 2WD,SUV,2009"
"37,17,23,88,FORD/LINCOLN,EDGE/MKX 4DR 2WD,SUV,2010"
"57,18,64,117,FORD/LINCOLN,EDGE/MKX 4DR 2WD,SUV,2011"
"76,29,68,158,FORD/LINCOLN,EDGE/MKX 4DR 2WD,SUV,2012"
"64,33,74,118,FORD/LINCOLN,EDGE/MKX 4DR 2WD,SUV,2013"
"66,32,84,231,FORD/LINCOLN,EDGE/MKX 4DR 2WD,SUV,2014"
"99,39,117,51,FORD/LINCOLN,EDGE/MKX 4DR 2WD,SUV,2015"
"87,37,76,52,FORD/LINCOLN,EDGE/MKX 4DR 2WD,SUV,2016"
"93,77,73,112,FORD/LINCOLN,EDGE/MKX 4DR 2WD,SUV,2017"
"104,42,84,37,FORD/LINCOLN,EDGE/MKX 4DR 2WD,SUV,2018"
"37,30,49,45,FORD/LINCOLN,EDGE/MKX 4DR AWD,SUV,2007"
"51,24,41,72,FORD/LINCOLN,EDGE/MKX 4DR AWD,SUV,2008"
"42,24,47,52,FORD/LINCOLN,EDGE/MKX 4DR AWD,SUV,2009"
"49,30,52,73,FORD/LINCOLN,EDGE/MKX 4DR AWD,SUV,2010"
"62,46,67,139,FORD/LINCOLN,EDGE/MKX 4DR AWD,SUV,2011"
"71,40,62,23,FORD/LINCOLN,EDGE/MKX 4DR AWD,SUV,2012"
"62,53,64,59,FORD/LINCOLN,EDGE/MKX 4DR AWD,SUV,2013"
"65,47,78,109,FORD/LINCOLN,EDGE/MKX 4DR AWD,SUV,2014"
"67,68,78,33,FORD/LINCOLN,EDGE/MKX 4DR AWD,SUV,2015"
"74,89,86,48,FORD/LINCOLN,EDGE/MKX 4DR AWD,SUV,2016"
"86,76,92,93,FORD/LINCOLN,EDGE/MKX 4DR AWD,SUV,2017"
"73,91,89,180,FORD/LINCOLN,EDGE/MKX 4DR AWD,SUV,2018"
"88,68,98,69,FORD/LINCOLN,EDGE/NAUTILUS 4DR AWD,SUV,2019"
"98,83,103,19,FORD/LINCOLN,EDGE/NAUTILUS 4DR AWD,SUV,2020"
"102,85,100,38,FORD/LINCOLN,EDGE/NAUTILUS 4DR AWD,SUV,2021"
"97,76,128,50,FORD/LINCOLN,EDGE/NAUTILUS 4DR AWD,SUV,2022"
"106,100,119,115,FORD/LINCOLN,ESCAPE HEV 4DR AWD,SUV,2020"
"99,83,119,50,FORD/LINCOLN,ESCAPE/CORSAIR 4DR 2WD,SUV,2020"
"117,101,110,54,FORD/LINCOLN,ESCAPE/CORSAIR 4DR AWD,SUV,2020"
"121,82,117,45,FORD/LINCOLN,ESCAPE/CORSAIR 4DR AWD,SUV,2021"
"103,87,139,65,FORD/LINCOLN,ESCAPE/CORSAIR 4DR AWD,SUV,2022"
"111,80,108,82,FORD/LINCOLN,ESCAPE/CORSAIR HEV 4DR AWD,SUV,2021"
"125,115,115,266,FORD/LINCOLN,ESCAPE/CORSAIR HEV 4DR AWD,SUV,2022"
"83,28,75,412,FORD/LINCOLN,ESCAPE/MKC 4DR 2WD,SUV,2015"
"80,28,94,98,FORD/LINCOLN,ESCAPE/MKC 4DR 2WD,SUV,2016"
"75,42,84,81,FORD/LINCOLN,ESCAPE/MKC 4DR 2WD,SUV,2017"
"99,53,104,56,FORD/LINCOLN,ESCAPE/MKC 4DR 2WD,SUV,2018"
"81,52,128,102,FORD/LINCOLN,ESCAPE/MKC 4DR 2WD,SUV,2019"
"85,52,83,134,FORD/LINCOLN,ESCAPE/MKC 4DR AWD,SUV,2015"
"82,52,78,87,FORD/LINCOLN,ESCAPE/MKC 4DR AWD,SUV,2016"
"81,69,80,74,FORD/LINCOLN,ESCAPE/MKC 4DR AWD,SUV,2017"
"99,63,80,53,FORD/LINCOLN,ESCAPE/MKC 4DR AWD,SUV,2018"
"95,65,97,79,FORD/LINCOLN,ESCAPE/MKC 4DR AWD,SUV,2019"
"     .,52,     .,5,FORD/LINCOLN,EXPEDITION/NAVIGATOR 4DR 4WD,SUV,2005"
"37,68,23,59,FORD/LINCOLN,EXPEDITION/NAVIGATOR 4DR 4WD,SUV,2006"
"52,50,30,58,FORD/LINCOLN,EXPEDITION/NAVIGATOR 4DR 4WD,SUV,2007"
"38,63,42,49,FORD/LINCOLN,EXPEDITION/NAVIGATOR 4DR 4WD,SUV,2008"
"70,57,     .,38,FORD/LINCOLN,EXPEDITION/NAVIGATOR 4DR 4WD,SUV,2009"
"71,79,36,82,FORD/LINCOLN,EXPEDITION/NAVIGATOR 4DR 4WD,SUV,2010"
"106,91,65,57,FORD/LINCOLN,EXPEDITION/NAVIGATOR 4DR 4WD,SUV,2011"
"61,102,49,22,FORD/LINCOLN,EXPEDITION/NAVIGATOR 4DR 4WD,SUV,2012"
"76,155,71,73,FORD/LINCOLN,EXPEDITION/NAVIGATOR 4DR 4WD,SUV,2013"
"87,130,     .,48,FORD/LINCOLN,EXPEDITION/NAVIGATOR 4DR 4WD,SUV,2014"
"138,214,168,49,FORD/LINCOLN,EXPEDITION/NAVIGATOR 4DR 4WD,SUV,2015"
"106,129,97,16,FORD/LINCOLN,EXPEDITION/NAVIGATOR 4DR 4WD,SUV,2016"
"83,133,124,71,FORD/LINCOLN,EXPEDITION/NAVIGATOR 4DR 4WD,SUV,2017"
"144,371,85,34,FORD/LINCOLN,EXPEDITION/NAVIGATOR 4DR 4WD,SUV,2018"
"116,242,137,27,FORD/LINCOLN,EXPEDITION/NAVIGATOR 4DR 4WD,SUV,2019"
"168,477,257,38,FORD/LINCOLN,EXPEDITION/NAVIGATOR 4DR 4WD,SUV,2020"
"188,473,159,96,FORD/LINCOLN,EXPEDITION/NAVIGATOR 4DR 4WD,SUV,2021"
"129,334,179,61,FORD/LINCOLN,EXPEDITION/NAVIGATOR 4DR 4WD,SUV,2022"
"58,34,70,67,FORD/LINCOLN,FLEX/MKT 4DR 2WD,SUV,2010"
"50,41,66,159,FORD/LINCOLN,FLEX/MKT 4DR 2WD,SUV,2011"
"76,81,77,92,FORD/LINCOLN,FLEX/MKT 4DR AWD,SUV,2010"
"59,72,62,97,FORD/LINCOLN,FLEX/MKT 4DR AWD,SUV,2011"
"98,59,86,91,FORD/LINCOLN,FLEX/MKT 4DR AWD,SUV,2012"
"82,64,67,64,FORD/LINCOLN,FLEX/MKT 4DR AWD,SUV,2013"
"88,54,78,58,FORD/LINCOLN,FLEX/MKT 4DR AWD,SUV,2014"
"100,70,95,50,FORD/LINCOLN,FLEX/MKT 4DR AWD,SUV,2015"
"116,124,60,13,FORD/LINCOLN,FLEX/MKT 4DR AWD,SUV,2016"
"122,116,58,13,FORD/LINCOLN,FLEX/MKT 4DR AWD,SUV,2017"
"102,85,85,46,FORD/LINCOLN,FLEX/MKT 4DR AWD,SUV,2018"
"131,106,183,75,FORD/LINCOLN,FLEX/MKT 4DR AWD,SUV,2019"
"63,29,76,75,FORD/LINCOLN,FUSION/MKZ 4DR,4D,2012"
"82,57,107,86,FORD/LINCOLN,FUSION/MKZ 4DR,4D,2013"
"90,48,119,82,FORD/LINCOLN,FUSION/MKZ 4DR,4D,2014"
"107,51,114,102,FORD/LINCOLN,FUSION/MKZ 4DR,4D,2015"
"106,67,133,87,FORD/LINCOLN,FUSION/MKZ 4DR,4D,2016"
"141,42,133,56,FORD/LINCOLN,FUSION/MKZ 4DR,4D,2017"
"99,78,113,37,FORD/LINCOLN,FUSION/MKZ 4DR,4D,2018"
"87,104,138,62,FORD/LINCOLN,FUSION/MKZ 4DR,4D,2019"
"83,84,102,24,FORD/LINCOLN,FUSION/MKZ 4DR,4D,2020"
"62,46,58,63,FORD/LINCOLN,FUSION/MKZ 4DR AWD,4D,2011"
"74,46,72,119,FORD/LINCOLN,FUSION/MKZ 4DR AWD,4D,2012"
"66,54,121,77,FORD/LINCOLN,FUSION/MKZ 4DR AWD,4D,2013"
"97,34,106,55,FORD/LINCOLN,FUSION/MKZ 4DR AWD,4D,2014"
"106,69,114,27,FORD/LINCOLN,FUSION/MKZ 4DR AWD,4D,2015"
"98,63,105,32,FORD/LINCOLN,FUSION/MKZ 4DR AWD,4D,2016"
"154,88,120,90,FORD/LINCOLN,FUSION/MKZ 4DR AWD,4D,2017"
"129,101,110,52,FORD/LINCOLN,FUSION/MKZ 4DR AWD,4D,2018"
"145,96,165,77,FORD/LINCOLN,FUSION/MKZ HEV 4DR,4D,2013"
"152,61,143,106,FORD/LINCOLN,FUSION/MKZ HEV 4DR,4D,2014"
"137,50,176,94,FORD/LINCOLN,FUSION/MKZ HEV 4DR,4D,2015"
"190,68,230,57,FORD/LINCOLN,FUSION/MKZ HEV 4DR,4D,2017"
"157,100,190,169,FORD/LINCOLN,FUSION/MKZ HEV 4DR,4D,2019"
"200,162,     .,171,FORD/LINCOLN,FUSION/MKZ HEV 4DR,4D,2020"
"61,44,46,133,FORD/LINCOLN,TAURUS/MKS 4DR,4D,2010"
"57,30,81,63,FORD/LINCOLN,TAURUS/MKS 4DR,4D,2011"
"49,44,63,20,FORD/LINCOLN,TAURUS/MKS 4DR,4D,2012"
"83,67,64,49,FORD/LINCOLN,TAURUS/MKS 4DR,4D,2013"
"     .,83,     .,27,FORD/LINCOLN,TAURUS/MKS 4DR,4D,2014"
"78,67,74,103,FORD/LINCOLN,TAURUS/MKS 4DR AWD,4D,2009"
"80,47,66,152,FORD/LINCOLN,TAURUS/MKS 4DR AWD,4D,2010"
"82,51,76,105,FORD/LINCOLN,TAURUS/MKS 4DR AWD,4D,2011"
"75,45,     .,34,FORD/LINCOLN,TAURUS/MKS 4DR AWD,4D,2012"
"108,77,80,192,FORD/LINCOLN,TAURUS/MKS 4DR AWD,4D,2013"
"116,67,99,78,FORD/LINCOLN,TAURUS/MKS 4DR AWD,4D,2014"
"96,76,104,128,FORD/LINCOLN,TAURUS/MKS 4DR AWD,4D,2015"
"87,171,81,27,FORD/LINCOLN,TAURUS/MKS 4DR AWD,4D,2016"
"43,17,55,553,FORD/MERC/LINCOLN,FUSION/MILAN/MKZ 4DR,4D,2007"
"58,23,69,108,FORD/MERC/LINCOLN,FUSION/MILAN/MKZ 4DR,4D,2010"
"56,26,72,68,FORD/MERC/LINCOLN,FUSION/MILAN/MKZ 4DR,4D,2011"
"69,44,70,52,FORD/MERC/LINCOLN,FUSION/MILAN/MKZ 4DR AWD,4D,2010"
"37,23,25,21,FORD/MERCURY,CROWN VICTORIA/GRAND MARQUIS 4DR,4D,2005"
"     .,15,21,11,FORD/MERCURY,CROWN VICTORIA/GRAND MARQUIS 4DR,4D,2006"
"     .,21,27,75,FORD/MERCURY,CROWN VICTORIA/GRAND MARQUIS 4DR,4D,2007"
"41,13,52,64,FORD/MERCURY,CROWN VICTORIA/GRAND MARQUIS 4DR,4D,2008"
"     .,12,20,11,FORD/MERCURY,CROWN VICTORIA/GRAND MARQUIS 4DR,4D,2009"
"     .,25,34,38,FORD/MERCURY,CROWN VICTORIA/GRAND MARQUIS 4DR,4D,2010"
"64,25,44,48,FORD/MERCURY,CROWN VICTORIA/GRAND MARQUIS 4DR,4D,2011"
"21,7,10,44,FORD/MERCURY,ESCAPE/MARINER 4DR 2WD,SUV,2005"
"20,15,42,242,FORD/MERCURY,ESCAPE/MARINER 4DR 2WD,SUV,2006"
"36,9,20,34,FORD/MERCURY,ESCAPE/MARINER 4DR 2WD,SUV,2007"
"46,13,37,87,FORD/MERCURY,ESCAPE/MARINER 4DR 2WD,SUV,2008"
"30,11,63,64,FORD/MERCURY,ESCAPE/MARINER 4DR 2WD,SUV,2009"
"41,22,61,95,FORD/MERCURY,ESCAPE/MARINER 4DR 2WD,SUV,2010"
"45,16,53,191,FORD/MERCURY,ESCAPE/MARINER 4DR 2WD,SUV,2011"
"14,6,22,92,FORD/MERCURY,ESCAPE/MARINER 4DR 4WD,SUV,2005"
"14,20,30,83,FORD/MERCURY,ESCAPE/MARINER 4DR 4WD,SUV,2006"
"20,15,27,50,FORD/MERCURY,ESCAPE/MARINER 4DR 4WD,SUV,2007"
"36,33,42,64,FORD/MERCURY,ESCAPE/MARINER 4DR 4WD,SUV,2008"
"48,28,42,86,FORD/MERCURY,ESCAPE/MARINER 4DR 4WD,SUV,2009"
"38,22,46,80,FORD/MERCURY,ESCAPE/MARINER 4DR 4WD,SUV,2010"
"48,28,52,76,FORD/MERCURY,ESCAPE/MARINER 4DR 4WD,SUV,2011"
"23,34,28,206,FORD/MERCURY,EXPLORER/MOUNTAINEER 4DR 4WD,SUV,2005"
"41,20,37,95,FORD/MERCURY,EXPLORER/MOUNTAINEER 4DR 4WD,SUV,2006"
"38,26,30,46,FORD/MERCURY,EXPLORER/MOUNTAINEER 4DR 4WD,SUV,2007"
"46,53,31,70,FORD/MERCURY,EXPLORER/MOUNTAINEER 4DR 4WD,SUV,2008"
"35,58,     .,69,FORD/MERCURY,EXPLORER/MOUNTAINEER 4DR 4WD,SUV,2009"
"39,44,46,35,FORD/MERCURY,EXPLORER/MOUNTAINEER 4DR 4WD,SUV,2010"
"22,9,25,15,FORD/MERCURY,FIVE HUNDRED/MONTEGO 4DR,4D,2005"
"34,15,26,5,FORD/MERCURY,FIVE HUNDRED/MONTEGO 4DR,4D,2006"
"     .,19,35,36,FORD/MERCURY,FIVE HUNDRED/MONTEGO 4DR AWD,4D,2005"
"     .,30,25,520,FORD/MERCURY,FIVE HUNDRED/MONTEGO 4DR AWD,4D,2006"
"13,15,19,12,FORD/MERCURY,FREESTAR/MONTEREY,VAN,2005"
"23,11,22,30,FORD/MERCURY,FREESTAR/MONTEREY,VAN,2006"
"23,20,22,19,FORD/MERCURY,FREESTAR/MONTEREY,VAN,2007"
"35,14,46,131,FORD/MERCURY,FUSION/MILAN 4DR,4D,2006"
"35,27,51,112,FORD/MERCURY,FUSION/MILAN 4DR,4D,2008"
"29,28,45,618,FORD/MERCURY,FUSION/MILAN 4DR,4D,2009"
"52,17,39,60,FORD/MERCURY,FUSION/MILAN 4DR AWD,4D,2007"
"37,22,41,29,FORD/MERCURY,FUSION/MILAN 4DR AWD,4D,2008"
"41,26,36,147,FORD/MERCURY,FUSION/MILAN 4DR AWD,4D,2009"
"25,12,17,33,FORD/MERCURY,TAURUS/SABLE 4DR,4D,2005"
"32,20,47,33,FORD/MERCURY,TAURUS/SABLE 4DR,4D,2008"
"     .,42,38,83,FORD/MERCURY,TAURUS/SABLE 4DR AWD,4D,2008"
"243,79,207,152,GENESIS,G70 4DR AWD,4D,2019"
"138,104,141,11,GENESIS,G70 4DR AWD,4D,2020"
"     .,52,     .,70,GENESIS,G70 4DR AWD,4D,2021"
"116,67,219,115,GENESIS,GV70 4DR AWD,SUV,2022"
"166,93,191,25,GENESIS,GV70 4DR AWD,SUV,2023"
"173,75,169,16,GENESIS,GV80 4DR AWD,SUV,2021"
"32,54,40,178,GMC,ACADIA 4DR 2WD,SUV,2007"
"38,65,50,161,GMC,ACADIA 4DR 2WD,SUV,2008"
"152,66,123,80,GMC,ACADIA 4DR 2WD,SUV,2017"
"44,63,35,83,GMC,ACADIA 4DR AWD,SUV,2007"
"37,65,33,108,GMC,ACADIA 4DR AWD,SUV,2008"
"113,83,86,39,GMC,ACADIA 4DR AWD,SUV,2017"
"94,94,135,26,GMC,ACADIA 4DR AWD,SUV,2018"
"145,96,121,46,GMC,ACADIA 4DR AWD,SUV,2019"
"123,82,109,29,GMC,ACADIA 4DR AWD,SUV,2020"
"120,116,126,76,GMC,ACADIA 4DR AWD,SUV,2021"
"165,178,111,44,GMC,ACADIA 4DR AWD,SUV,2022"
"123,119,129,15,GMC,ACADIA 4DR AWD,SUV,2023"
"37,37,72,197,HONDA,ACCORD 2DR,2D,2005"
"47,24,55,76,HONDA,ACCORD 2DR,2D,2006"
"51,40,71,100,HONDA,ACCORD 2DR,2D,2007"
"66,40,99,69,HONDA,ACCORD 2DR,2D,2008"
"82,36,73,160,HONDA,ACCORD 2DR,2D,2009"
"83,45,91,49,HONDA,ACCORD 2DR,2D,2010"
"86,37,85,128,HONDA,ACCORD 2DR,2D,2011"
"70,43,102,110,HONDA,ACCORD 2DR,2D,2012"
"82,53,163,112,HONDA,ACCORD 2DR,2D,2013"
"149,43,121,123,HONDA,ACCORD 2DR,2D,2014"
"135,65,142,125,HONDA,ACCORD 2DR,2D,2015"
"109,77,154,101,HONDA,ACCORD 2DR,2D,2016"
"127,68,133,129,HONDA,ACCORD 2DR,2D,2017"
"44,19,59,358,HONDA,ACCORD 4DR,4D,2005"
"59,16,66,78,HONDA,ACCORD 4DR,4D,2006"
"49,14,71,152,HONDA,ACCORD 4DR,4D,2007"
"68,23,82,139,HONDA,ACCORD 4DR,4D,2008"
"63,26,94,100,HONDA,ACCORD 4DR,4D,2009"
"79,14,89,142,HONDA,ACCORD 4DR,4D,2010"
"80,19,125,150,HONDA,ACCORD 4DR,4D,2011"
"79,20,110,218,HONDA,ACCORD 4DR,4D,2012"
"106,32,120,160,HONDA,ACCORD 4DR,4D,2013"
"91,35,121,189,HONDA,ACCORD 4DR,4D,2014"
"105,35,134,181,HONDA,ACCORD 4DR,4D,2015"
"119,45,154,164,HONDA,ACCORD 4DR,4D,2016"
"136,71,154,167,HONDA,ACCORD 4DR,4D,2017"
"178,179,213,116,HONDA,ACCORD 4DR,4D,2018"
"171,187,189,121,HONDA,ACCORD 4DR,4D,2019"
"168,126,309,149,HONDA,ACCORD 4DR,4D,2020"
"199,262,258,141,HONDA,ACCORD 4DR,4D,2021"
"219,276,245,134,HONDA,ACCORD 4DR,4D,2022"
"88,58,101,172,HONDA,ACCORD CROSSTOUR 4DR 4WD,SUV,2010"
"65,61,69,68,HONDA,ACCORD CROSSTOUR 4DR 4WD,SUV,2011"
"82,59,75,89,HONDA,ACCORD CROSSTOUR 4DR 4WD,SUV,2012"
"80,49,     .,63,HONDA,ACCORD CROSSTOUR 4DR 4WD,SUV,2013"
"61,72,97,25,HONDA,ACCORD CROSSTOUR 4DR 4WD,SUV,2014"
"177,133,242,101,HONDA,ACCORD HEV 4DR,4D,2017"
"173,160,242,76,HONDA,ACCORD HEV 4DR,4D,2019"
"31,13,57,129,HONDA,CIVIC 2DR COUPE,2D,2005"
"43,22,63,137,HONDA,CIVIC 2DR COUPE,2D,2006"
"53,27,68,101,HONDA,CIVIC 2DR COUPE,2D,2007"
"60,23,76,102,HONDA,CIVIC 2DR COUPE,2D,2008"
"63,15,76,45,HONDA,CIVIC 2DR COUPE,2D,2009"
"61,40,74,73,HONDA,CIVIC 2DR COUPE,2D,2010"
"76,41,80,205,HONDA,CIVIC 2DR COUPE,2D,2011"
"83,34,102,121,HONDA,CIVIC 2DR COUPE,2D,2012"
"98,40,80,107,HONDA,CIVIC 2DR COUPE,2D,2013"
"95,29,94,93,HONDA,CIVIC 2DR COUPE,2D,2014"
"116,42,96,120,HONDA,CIVIC 2DR COUPE,2D,2015"
"121,87,148,72,HONDA,CIVIC 2DR COUPE,2D,2016"
"140,150,121,90,HONDA,CIVIC 2DR COUPE,2D,2017"
"156,95,138,54,HONDA,CIVIC 2DR COUPE,2D,2018"
"100,103,151,63,HONDA,CIVIC 2DR COUPE,2D,2019"
"143,110,184,93,HONDA,CIVIC 2DR COUPE,2D,2020"
"46,7,61,144,HONDA,CIVIC 4DR,4D,2005"
"59,12,79,213,HONDA,CIVIC 4DR,4D,2006"
"61,21,81,142,HONDA,CIVIC 4DR,4D,2007"
"64,19,83,274,HONDA,CIVIC 4DR,4D,2008"
"67,21,87,113,HONDA,CIVIC 4DR,4D,2009"
"76,21,85,124,HONDA,CIVIC 4DR,4D,2010"
"77,30,99,152,HONDA,CIVIC 4DR,4D,2011"
"82,27,99,131,HONDA,CIVIC 4DR,4D,2012"
"83,29,103,121,HONDA,CIVIC 4DR,4D,2013"
"93,37,104,220,HONDA,CIVIC 4DR,4D,2014"
"106,38,113,163,HONDA,CIVIC 4DR,4D,2015"
"144,75,175,156,HONDA,CIVIC 4DR,4D,2016"
"148,86,178,217,HONDA,CIVIC 4DR,4D,2017"
"148,89,189,188,HONDA,CIVIC 4DR,4D,2018"
"142,125,201,157,HONDA,CIVIC 4DR,4D,2019"
"161,125,189,176,HONDA,CIVIC 4DR,4D,2020"
"158,111,165,141,HONDA,CIVIC 4DR,4D,2021"
"209,80,237,238,HONDA,CIVIC 4DR,4D,2022"
"226,79,293,188,HONDA,CIVIC 4DR,4D,2023"
"115,78,165,81,HONDA,CIVIC 4DR HATCHBACK,4D,2017"
"136,113,186,76,HONDA,CIVIC 4DR HATCHBACK,4D,2018"
"167,104,184,82,HONDA,CIVIC 4DR HATCHBACK,4D,2019"
"155,134,181,109,HONDA,CIVIC 4DR HATCHBACK,4D,2020"
"165,139,218,122,HONDA,CIVIC 4DR HATCHBACK,4D,2021"
"153,78,196,87,HONDA,CIVIC 4DR HATCHBACK,4D,2022"
"     .,     .,95,183,HONDA,CIVIC HEV 4DR,4D,2006"
"     .,24,91,206,HONDA,CIVIC HEV 4DR,4D,2007"
"85,36,83,74,HONDA,CIVIC HEV 4DR,4D,2008"
"75,58,106,60,HONDA,CIVIC HEV 4DR,4D,2009"
"     .,21,50,69,HONDA,CIVIC Si 2DR COUPE,2D,2005"
"     .,40,108,298,HONDA,CIVIC Si 2DR COUPE,2D,2006"
"     .,53,96,76,HONDA,CIVIC Si 2DR COUPE,2D,2007"
"68,48,72,32,HONDA,CIVIC Si 2DR COUPE,2D,2008"
"     .,41,82,45,HONDA,CIVIC Si 2DR COUPE,2D,2009"
"     .,70,118,184,HONDA,CIVIC Si 2DR COUPE,2D,2010"
"96,63,115,145,HONDA,CIVIC Si 2DR COUPE,2D,2012"
"110,75,107,85,HONDA,CIVIC Si 2DR COUPE,2D,2013"
"145,79,131,79,HONDA,CIVIC Si 2DR COUPE,2D,2014"
"149,100,140,167,HONDA,CIVIC Si 2DR COUPE,2D,2015"
"205,314,157,112,HONDA,CIVIC TYPE R 4DR HATCHBACK,4D,2018"
"193,71,242,34,HONDA,CLARITY PHEV 4DR,4D,2018"
"27,26,68,357,HONDA,CR-V 4DR 2WD,SUV,2007"
"59,40,58,126,HONDA,CR-V 4DR 2WD,SUV,2008"
"63,38,81,217,HONDA,CR-V 4DR 2WD,SUV,2009"
"60,29,78,177,HONDA,CR-V 4DR 2WD,SUV,2010"
"58,18,82,73,HONDA,CR-V 4DR 2WD,SUV,2011"
